Country,1970,2015
Australia,71.01853659,82.4
Canada,72.7004878,81.9
Dominican Republic,58.093,73.241
Greece,70.90363415,81.03658537
Ireland,71.03143902,81.45365854
Jamaica,67.917,74.098
Mexico,61.362,74.904
Poland,69.86829268,77.45121951
Thailand,59.385,76.091
United States,70.80731707,78.6902439
