Country,1970,2015
Australia,3299.843207,56755.72171
Canada,4121.932809,43495.05439
Dominican Republic,330.1316526,6921.517371
Greece,1494.387855,18167.77372
Ireland,1488.294699,61995.42278
Jamaica,748.9574615,4907.50372
Mexico,689.7949287,9605.952351
Poland,1731.209509,12572.30788
Thailand,192.1276287,5840.046948
United States,5234.296666,56803.47243
